Timestamp_s,Latitude_deg,Longitude_deg,Altitude_ft,Airspeed_kts,ClimbRate_fpm,Pitch_deg,Roll_deg,Heading_deg,Ctrl_Pitch_Ratio,Ctrl_Roll_Ratio,Ctrl_Yaw_Ratio,Collective_deg,Engine_Torque_Nm
4.15,-34.554,-58.42500001004801,4500.0,50.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,4.0,0.0
4.201,-34.554,-58.42500001004801,4500.0,50.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,4.0,0.0
4.251,-34.554,-58.42500001004801,4500.0,50.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,4.0,0.0
4.301,-34.554,-58.42500001004801,4500.0,50.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,4.0,0.0
4.35,-34.554,-58.42500001004801,4500.0,50.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,4.0,0.0
4.4,-34.554,-58.42500001004801,4500.0,50.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,4.0,0.0
4.452,-34.554,-58.42500001004801,4500.0,50.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,4.0,0.0
4.502,-34.554,-58.42500001004801,4500.0,50.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,4.0,0.0
4.551,-34.554,-58.42500001004801,4500.0,50.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,4.0,0.0
4.602,-34.554,-58.42500001004801,4500.0,50.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,4.0,0.0
4.651,-34.554,-58.42500001004801,4500.0,50.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,4.0,0.0
4.7,-34.554,-58.42500001004801,4500.0,50.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,4.0,0.0
4.751,-34.554,-58.42500001004801,4500.0,50.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,4.0,0.0
4.802,-34.554,-58.42500001004801,4500.0,50.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,4.0,0.0
4.852,-34.554,-58.42500001004801,4500.0,50.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,4.0,0.0
4.9,-34.554,-58.42500001004801,4500.0,50.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,4.0,0.0
