2026-06-05 12:42:59,905 - === INICIANDO PRUEBA DE VUELO NIVELADO ===
2026-06-05 12:43:03,580 - Time:3.6s | Alt:109.7ft | Spd:25.2kts | ENGN_TRQ:14675.030 | pitch_vacuum_deg_pilot:0.683 | roll_vacuum_deg_pilot:-10.245 | yoke_pitch_ratio:-0.314 | yoke_roll_ratio:0.500 | yoke_heading_ratio:0.500 | prop_ratio_all:0.608 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:03,657 - Time:3.7s | Alt:113.0ft | Spd:25.3kts | ENGN_TRQ:14226.582 | pitch_vacuum_deg_pilot:5.589 | roll_vacuum_deg_pilot:-15.096 | yoke_pitch_ratio:-0.311 | yoke_roll_ratio:0.500 | yoke_heading_ratio:0.500 | prop_ratio_all:0.615 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:03,737 - Time:3.8s | Alt:116.3ft | Spd:25.5kts | ENGN_TRQ:13930.879 | pitch_vacuum_deg_pilot:11.523 | roll_vacuum_deg_pilot:-16.065 | yoke_pitch_ratio:-0.309 | yoke_roll_ratio:0.500 | yoke_heading_ratio:0.500 | prop_ratio_all:0.627 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:03,816 - Time:3.9s | Alt:119.7ft | Spd:25.7kts | ENGN_TRQ:13738.037 | pitch_vacuum_deg_pilot:16.539 | roll_vacuum_deg_pilot:-14.737 | yoke_pitch_ratio:-0.306 | yoke_roll_ratio:0.500 | yoke_heading_ratio:0.500 | prop_ratio_all:0.635 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:03,894 - Time:4.0s | Alt:123.2ft | Spd:26.0kts | ENGN_TRQ:13612.001 | pitch_vacuum_deg_pilot:19.827 | roll_vacuum_deg_pilot:-12.742 | yoke_pitch_ratio:-0.301 | yoke_roll_ratio:0.402 | yoke_heading_ratio:0.500 | prop_ratio_all:0.633 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:03,974 - Time:4.0s | Alt:126.6ft | Spd:26.3kts | ENGN_TRQ:13535.816 | pitch_vacuum_deg_pilot:21.599 | roll_vacuum_deg_pilot:-10.314 | yoke_pitch_ratio:-0.297 | yoke_roll_ratio:0.248 | yoke_heading_ratio:0.288 | prop_ratio_all:0.628 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:04,053 - Time:4.1s | Alt:130.1ft | Spd:26.6kts | ENGN_TRQ:13489.972 | pitch_vacuum_deg_pilot:22.001 | roll_vacuum_deg_pilot:-7.024 | yoke_pitch_ratio:-0.293 | yoke_roll_ratio:-0.000 | yoke_heading_ratio:0.043 | prop_ratio_all:0.677 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:04,133 - Time:4.2s | Alt:133.8ft | Spd:27.0kts | ENGN_TRQ:13467.057 | pitch_vacuum_deg_pilot:20.967 | roll_vacuum_deg_pilot:-2.690 | yoke_pitch_ratio:-0.286 | yoke_roll_ratio:-0.324 | yoke_heading_ratio:-0.166 | prop_ratio_all:0.737 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:04,210 - Time:4.3s | Alt:137.2ft | Spd:27.4kts | ENGN_TRQ:13478.967 | pitch_vacuum_deg_pilot:18.855 | roll_vacuum_deg_pilot:1.783 | yoke_pitch_ratio:-0.279 | yoke_roll_ratio:-0.500 | yoke_heading_ratio:-0.306 | prop_ratio_all:0.798 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:04,292 - Time:4.4s | Alt:140.8ft | Spd:27.9kts | ENGN_TRQ:13523.280 | pitch_vacuum_deg_pilot:16.090 | roll_vacuum_deg_pilot:5.342 | yoke_pitch_ratio:-0.271 | yoke_roll_ratio:-0.500 | yoke_heading_ratio:-0.402 | prop_ratio_all:0.833 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
