tiempo_s,airspeed_kts,altitud_ft,climb_rate_fpm,pitch_deg,roll_deg,heading_deg,collective_deg,pitch_cmd,roll_cmd,yaw_cmd,torque,prop_ratio,peso_fijo_kg,combustible_kg,CG
12.43,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0816,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.45,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0812,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.48,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0808,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.5,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0805,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.52,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0801,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.55,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0797,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.57,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0793,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.6,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.079,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.62,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0786,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.65,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0782,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.67,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0779,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.7,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0775,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.72,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0771,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.74,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0767,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.77,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0764,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.79,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.076,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.82,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0756,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.84,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0753,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.86,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0749,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.89,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0745,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.91,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0742,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.94,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0738,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.96,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0734,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
12.99,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.073,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.01,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0726,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.04,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0723,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.06,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0719,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.08,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0715,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.11,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0711,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.13,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0708,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.16,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0704,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.18,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.07,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.21,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0696,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.23,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0693,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.25,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0689,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.28,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0685,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.3,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0682,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.32,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0678,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.35,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0674,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.37,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.067,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.4,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0667,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.42,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0663,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.45,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0659,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.47,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0655,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.49,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0652,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.52,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0648,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.54,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0644,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.57,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0641,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.59,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0637,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.62,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0633,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.64,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0629,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.66,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0626,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.69,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0622,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.71,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0618,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.74,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0614,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.77,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.061,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.79,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0606,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.82,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0602,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.84,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0598,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.87,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0594,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.89,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.059,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.92,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0586,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.95,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0582,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.97,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0579,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
13.99,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0575,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
14.02,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0571,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
14.04,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0567,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
14.09,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.056,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
14.12,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0555,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
14.15,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0551,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
14.17,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0547,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
14.2,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0543,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
14.22,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0539,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
14.25,15.49,3771.4,19.6,15.11,7.698,139.5,11.0,-0.7,0.0535,-1.0,11.0,17561.55859375,1.0,345.637451171875,87.49624633789062,-0.04389943182468414
